gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,0,-0.7931549280876836,1,0,1,1,1,1,1,1,0,-1.5025489958460367,-0.9015063108522386,False,True,True,False,False,True,False
1,0,1,1,-0.2639803751859618,1,2,0,0,0,0,2,0,1,0.6245153524906832,-0.10036616143285051,True,False,False,False,False,True,False
0,0,0,1,-0.6710377235719016,1,2,0,0,0,2,0,0,1,0.48348534499565887,-0.45420525470253753,True,False,True,False,True,False,False
1,0,0,0,-1.2002122764736234,1,0,0,0,0,0,0,2,0,-0.34112540471054226,-0.9259468335396415,False,False,False,False,False,False,True
1,0,0,0,1.0386031396490458,1,0,0,2,2,2,2,0,0,0.17156015194784016,0.7677111825280688,False,False,False,True,False,False,False
0,1,1,0,1.6084834273893616,1,2,2,2,2,2,2,2,0,0.8020472442785371,1.7784386867344932,False,False,False,True,True,False,False
1,0,0,1,0.9571916699718578,1,0,1,1,1,1,1,1,1,-1.4511145225243218,-0.465416302362558,False,True,True,False,False,False,True
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,0.1566275629189556,-0.97836012680733,True,False,False,False,False,True,False
0,0,1,0,0.020959768684196134,1,0,0,2,0,2,0,0,1,-0.3709905827683121,-0.1939597608803012,False,False,True,False,True,False,False
1,1,1,0,-0.7931549280876836,1,2,2,2,0,0,0,2,0,0.9580098408024466,-0.45560937808852836,True,False,False,False,True,False,False
1,0,0,0,0.9978974048104517,1,2,0,0,0,0,2,0,1,0.7290434756928779,1.1583646358242028,True,False,True,False,False,True,False
0,0,1,0,-0.5896262538947137,1,0,2,0,0,0,0,0,0,0.3275227484717495,-0.37792186387300497,True,False,False,False,False,True,False
1,0,0,0,0.387311382231542,1,2,0,2,0,0,2,2,1,1.2218189136460804,0.8662192138264875,True,False,False,False,False,True,False
1,0,1,0,-0.019745966154397852,1,2,2,0,0,2,2,0,1,0.2611556861211498,0.01479389564630309,False,False,True,False,True,False,False
1,0,1,1,0.06166550352279012,1,0,1,1,1,1,1,1,0,-1.464387934994442,-0.7298961057706729,False,True,False,False,False,False,True
1,0,1,0,1.2828375486806096,1,2,0,2,0,2,2,2,1,1.3379612727596297,1.985108097610017,True,False,False,True,False,True,False
0,0,0,0,-0.8745663977648716,1,2,0,0,0,0,0,0,1,0.38393475146975936,-0.6412388776020962,True,False,False,False,False,True,False
0,0,1,0,0.6722515261016999,1,2,2,0,0,0,2,2,1,1.1919537355883103,1.1180399673327792,True,False,False,False,False,False,True
0,0,1,1,-0.38609757970174374,1,0,0,2,2,2,0,0,0,0.6261745290494481,-0.17511379230895563,True,False,False,False,False,True,False
0,0,1,1,0.9571916699718578,1,2,2,0,2,0,0,2,1,0.12676238486118555,0.6619850794485412,False,False,True,False,False,False,False
0,0,0,0,-0.30468611002455576,1,0,1,1,1,1,1,1,0,-1.5224591145512167,-0.8065085880187972,False,True,False,False,False,False,True
1,1,1,0,-0.9966836022806536,0,1,0,2,2,0,0,2,1,-0.7160993069914304,-0.8459556793939768,False,False,False,False,False,False,True
0,0,1,0,0.06166550352279012,1,2,2,2,0,2,0,0,0,-0.07565715530814353,-0.010721659008498911,False,False,False,False,False,True,False
1,0,0,1,-1.0780950719578415,1,2,1,1,1,1,1,1,0,-1.2802193369715278,-0.9281627157581581,False,True,False,False,False,False,True
1,0,0,0,-0.38609757970174374,1,2,0,0,2,2,2,2,1,1.29814103534927,0.07492986753694113,True,False,False,False,False,False,True
1,0,1,1,-0.06045170099299184,0,1,2,0,0,2,0,0,0,-0.9799083798350643,-0.5361270785039396,False,False,False,False,False,False,False
1,0,1,1,-0.8338606629262776,0,1,0,2,0,2,0,0,0,-0.9765900267175343,-0.819255395632245,False,False,False,False,False,False,True
0,0,0,0,-1.1595065416350294,1,2,2,0,0,0,0,0,1,0.505054640259604,-0.8685752295651727,True,False,False,False,False,True,False
0,0,1,1,1.2421318138420157,1,2,2,2,2,0,2,0,1,1.1819986762357204,1.7183027148438554,True,False,False,False,False,True,False
1,0,0,0,-1.2409180113122174,1,0,1,1,1,1,1,1,1,-1.5025489958460367,-0.9918967538253978,False,True,False,False,False,False,True
0,0,1,1,1.5677776925507676,1,0,1,1,1,1,1,1,0,-1.4743429943470319,-0.3503220635671228,False,True,False,True,False,False,False
0,0,1,1,0.18378270803857208,1,2,0,2,0,0,2,0,1,0.7920921849259474,0.45687336795435085,True,False,False,False,False,True,False
0,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,0,-0.6563689508758908,-0.9891104464813223,False,False,False,False,False,True,False
1,1,1,0,-1.2409180113122174,1,0,0,0,0,0,0,0,0,0.17156015194784016,-0.9467673506225366,True,False,False,False,False,True,False
0,0,1,0,-1.0373893371192475,1,0,0,0,0,0,2,0,1,0.5365789948761385,-0.7558943278394092,True,False,False,False,False,True,False
1,1,0,0,1.4863662228735797,1,2,2,0,2,2,0,2,0,0.3042942766490395,1.1986234860319085,False,False,False,True,True,False,False
1,0,0,0,-0.5489205190561197,1,0,0,2,2,0,0,0,1,0.44200593102653407,-0.35470994914834414,True,False,False,False,False,True,False
0,0,0,0,-0.5489205190561197,1,0,2,0,2,2,2,2,1,1.3827590398462843,-0.16010722362117868,True,False,False,False,False,True,False
1,0,1,0,1.6084834273893616,1,2,2,2,2,2,2,2,1,0.7356801819279375,1.7247748460761567,False,False,False,True,False,False,False
0,0,0,0,-0.1418631706701798,1,2,0,0,2,0,2,2,1,1.1172907904438856,0.2781328488033003,True,False,False,False,True,False,False
0,1,0,0,-1.2002122764736234,1,0,0,0,0,0,0,0,0,-0.6613464805521857,-0.9531517241432136,False,False,False,False,False,True,False
0,0,1,1,-0.8745663977648716,1,0,2,0,0,0,0,0,0,-0.4622452935003867,-0.7536784456208925,False,False,False,False,False,False,False
0,1,0,0,0.020959768684196134,0,1,2,2,2,0,2,2,1,-0.18184445506910288,-0.18195889381566083,False,False,False,False,False,False,False
0,0,1,0,1.6084834273893616,1,2,0,2,0,0,2,2,1,1.0874256123861161,2.0054240078510723,True,False,False,True,True,False,False
1,1,0,0,-1.1188008067964355,1,0,1,1,1,1,1,1,0,-1.4892755833759168,-0.9676098071333378,False,True,False,False,False,False,False
1,1,1,0,1.0386031396490458,0,1,0,2,2,0,0,2,1,-0.6513914211995958,0.15439447541285917,False,False,False,False,False,True,False
1,0,1,0,1.5677776925507676,1,2,0,2,0,2,2,2,1,1.3014593884668002,2.222887617256401,True,False,False,True,True,False,False
1,0,0,0,-0.9559778674420595,0,1,0,0,0,0,2,2,1,-0.6480730680820658,-0.8251571017389878,False,False,False,False,False,True,False
0,0,0,0,-1.2816237461508113,1,2,0,0,0,0,0,0,1,-0.49211047155815646,-0.9869384431186178,False,False,False,False,False,True,False
0,0,0,0,-1.2409180113122174,1,2,0,0,0,2,0,0,1,-0.35108046406313215,-0.9575615491523409,False,False,False,False,False,False,True
1,0,1,0,0.18378270803857208,1,0,1,1,1,1,1,1,0,-1.4793205240233267,-0.7028009123066312,False,True,False,False,False,False,False
1,0,1,1,-1.0780950719578415,1,0,0,2,2,0,0,0,1,-0.3195561094465974,-0.8666445599094353,False,False,False,False,False,False,True
0,0,1,0,-0.3453918448631497,1,2,2,2,2,0,0,0,0,0.045462733481700844,-0.3246529329169781,False,False,False,False,False,False,True
1,0,0,0,0.8757802002946699,1,2,2,0,2,2,2,2,0,0.7356801819279375,1.0688298305393817,False,False,False,True,False,False,False
1,0,0,1,-0.38609757970174374,1,0,1,1,1,1,1,1,0,-1.497571466169742,-0.8046876155025903,False,True,True,False,False,False,True
1,1,1,0,-0.5896262538947137,1,0,0,0,0,0,0,2,0,0.4519609903791239,-0.3846792076680857,True,False,False,False,False,True,False
1,0,1,0,1.6084834273893616,0,1,2,2,2,2,2,2,1,-0.007630916398778715,1.073590686395007,False,False,False,True,False,True,False
0,0,0,1,0.8350744654560759,1,2,0,2,2,2,2,2,1,0.6527213539896879,0.9435776366234193,False,False,True,False,False,True,False
0,0,1,1,-0.3453918448631497,1,2,2,0,2,0,2,2,0,0.4536201669378888,-0.19863285902430183,False,False,False,True,True,False,False
1,1,1,0,0.9571916699718578,1,0,2,2,2,2,2,2,1,0.6875640617237531,1.1079917093517822,False,False,False,True,False,False,False
1,0,1,1,-0.38609757970174374,1,0,2,0,0,2,2,2,1,1.1587702044130104,0.01402601566958936,True,False,False,False,False,True,False
0,0,1,1,1.5677776925507676,1,2,1,1,1,1,1,1,0,-1.3100845150292975,-0.2132445180097689,False,True,False,True,False,False,False
1,0,0,0,-1.2816237461508113,0,1,0,0,0,0,2,2,1,-0.6513914211995958,-0.9890446281976039,False,False,False,False,False,False,True
0,1,0,0,-0.4268033145403377,1,2,0,0,0,0,0,0,1,0.31424933600162985,-0.26622823640301635,True,False,False,False,False,False,False
1,0,0,0,0.9978974048104517,1,0,1,1,1,1,1,1,0,-1.472683817788267,-0.45918550483722376,False,True,False,True,True,False,False
1,0,1,0,1.4863662228735797,0,1,2,0,2,2,2,2,0,-0.1552976301288631,0.7705852475837689,False,False,False,True,False,False,False
0,0,1,0,0.9978974048104517,1,2,0,2,2,0,2,2,1,1.313073624378155,1.5892988787559486,True,False,False,False,True,False,False
0,0,0,0,0.590840056424512,1,2,2,0,2,2,0,0,1,0.0023241429538111433,0.2547454186553908,False,False,False,True,False,False,True
1,0,1,1,-0.7117434584104956,1,0,1,1,1,1,1,1,1,-1.4909347599346818,-0.8825287057134565,False,True,False,False,False,True,False
0,0,0,0,-0.1418631706701798,0,1,0,0,0,2,0,0,1,-1.1192792107713234,-0.6025157873478181,False,False,False,False,False,True,False
0,0,1,0,-0.2639803751859618,1,2,1,1,1,1,1,1,0,-1.2918335728828827,-0.7087684366970923,False,True,True,False,False,False,True
1,0,0,0,-0.06045170099299184,1,0,1,1,1,1,1,1,0,-1.4760021709057967,-0.7287333160916493,False,True,False,True,False,False,True
1,1,0,0,-0.8745663977648716,1,0,0,0,0,0,0,2,1,0.450301813820359,-0.6253327923701689,True,False,False,False,False,True,False
0,0,0,0,0.387311382231542,1,2,0,0,2,2,2,2,1,0.44864263726159415,0.47128757208866284,False,False,False,True,True,False,False
0,0,1,1,1.4049547531963917,0,1,2,2,2,2,2,0,0,-0.3560579937394271,0.5812260453261628,False,False,False,True,True,False,False
1,1,1,0,0.020959768684196134,1,2,0,2,0,0,2,2,1,1.1836578527944854,0.4260265323183649,True,False,False,False,False,False,False
0,0,1,1,-0.9966836022806536,1,0,1,1,1,1,1,1,0,-1.497571466169742,-0.9386936411530893,False,True,True,False,False,True,False
0,1,0,0,-1.1595065416350294,1,2,0,0,0,0,2,2,1,1.0127626672416914,-0.8351176020083602,True,False,False,False,False,True,False
1,0,1,0,1.3642490183577978,0,1,2,2,2,2,2,0,1,-0.27641751891870747,0.6537358545558452,False,False,False,True,False,False,False
1,0,0,0,0.9571916699718578,1,2,0,2,0,2,0,2,1,0.9795791360663916,1.2396940950721402,True,False,False,False,False,True,False
0,1,1,0,-1.1188008067964355,1,2,0,2,0,0,0,0,1,0.5332606417586087,-0.8458459822544462,True,False,False,False,False,True,False
1,0,1,0,-0.8745663977648716,1,2,0,2,0,0,0,0,1,0.5166688761709587,-0.6153722921007965,True,False,False,False,False,False,False
0,1,0,0,-1.0780950719578415,0,1,0,0,0,0,2,2,1,-0.6812565992573657,-0.8934984196665098,False,False,False,False,False,True,False
1,0,1,1,0.14307697319997809,1,0,1,1,1,1,1,1,0,-1.5091857020810966,-0.6778557827773881,False,True,False,True,True,False,False
1,0,1,0,-1.2816237461508113,1,0,0,0,0,0,2,0,1,0.5183280527297236,-0.9735773315237988,True,False,False,False,False,True,False
1,0,1,0,0.30589991255435406,1,0,0,2,2,0,0,0,0,0.5266239355235486,0.3656931055765718,True,False,True,False,False,True,False
1,0,1,0,1.5270719577121736,1,2,0,2,2,0,2,0,1,0.9978300782128064,1.888355220544087,True,False,True,False,False,False,False
1,0,0,0,0.46872285190873,1,2,0,2,2,2,2,2,1,0.6742906492536329,0.616416887687558,False,False,True,False,False,False,False
0,0,0,0,-1.1188008067964355,1,0,0,0,0,0,2,0,1,0.5332606417586087,-0.8379697276361541,True,False,False,False,True,False,False
0,0,0,0,-0.6303319887333076,1,0,1,1,1,1,1,1,0,-1.5058673489635668,-0.8856879833319359,False,True,True,False,False,False,True
1,0,1,0,1.6084834273893616,1,2,1,1,1,1,1,1,0,-1.3316538102932427,-0.18650035539222495,False,True,False,True,True,False,False
0,0,0,0,-0.3453918448631497,1,0,2,0,0,2,0,0,0,-0.28471340171253245,-0.40286699340224813,False,False,False,False,True,False,False
1,0,0,0,0.346605647392948,1,2,0,2,2,0,2,2,1,1.319710330613215,0.8982288391414969,True,False,False,False,False,True,False
1,0,1,1,0.8757802002946699,1,2,2,2,0,2,0,0,1,0.02389343821775623,0.5561054003736708,False,False,False,True,True,False,False
1,0,1,1,-1.1595065416350294,1,2,1,1,1,1,1,1,0,-1.3548822821159523,-0.9768463062818088,False,True,True,False,True,False,False
0,0,0,1,-0.7931549280876836,0,1,0,2,0,0,0,0,0,-1.1541219185053884,-0.8412167629662578,False,False,False,False,False,True,False
0,0,1,1,1.6084834273893616,1,2,1,1,1,1,1,1,1,-1.2835376900890578,-0.13658815690583248,False,True,False,True,False,False,False
1,0,1,1,-0.7931549280876836,1,0,1,1,1,1,1,1,1,-1.4959122896109767,-0.8983470332337593,False,True,False,False,False,False,True
0,0,1,0,-1.2816237461508113,1,0,1,1,1,1,1,1,1,-1.469365464670737,-0.9998607661553145,False,True,False,False,False,False,True
0,0,0,0,1.2421318138420157,1,0,0,0,2,2,2,0,1,0.8335715988950722,1.543511292715904,True,False,True,False,True,False,False
0,0,1,0,-0.4675090493789317,1,2,2,0,2,0,2,2,1,1.309755271260625,-0.04347722487231609,True,False,False,False,False,False,False
1,0,1,1,1.6084834273893616,1,2,0,2,2,2,2,2,0,1.5254482239000742,2.467490298981583,True,False,False,True,True,False,False
1,0,0,0,0.631545791263106,1,0,1,1,1,1,1,1,0,-1.4859572302583868,-0.5776145366743871,False,True,False,True,True,False,False
0,0,1,1,1.5270719577121736,1,0,1,1,1,1,1,1,1,-1.4859572302583868,-0.38970333665858414,False,True,False,True,True,False,False
1,0,0,0,1.6084834273893616,1,2,0,2,2,0,2,2,1,1.1936129121470758,2.264024044580351,True,False,False,True,False,False,False
0,0,0,0,-0.5489205190561197,1,0,0,0,0,0,0,2,1,-0.2896909313888274,-0.5291503404297976,False,False,False,False,False,True,False
0,0,0,0,0.1023712383613841,1,2,0,0,0,0,2,0,1,0.7141108866639929,0.3202126715272128,True,False,False,False,False,True,False
0,0,1,0,1.4456604880349857,1,2,2,2,2,2,2,2,1,0.888324425334317,1.8101630994867237,False,False,False,True,False,True,False
1,0,0,0,-1.1595065416350294,1,0,0,0,2,0,0,2,0,0.7008374741938728,-0.8737309951231078,True,False,False,False,False,True,False
1,0,1,0,0.46872285190873,1,0,0,0,0,0,2,2,1,0.8534817176002523,0.7348897983805335,True,False,True,False,False,False,False
0,0,0,0,1.1200146093262338,0,1,0,2,0,0,2,2,1,-0.4688819997354467,0.3194667309784053,False,False,False,False,False,True,False
1,0,0,1,-0.22327464034736777,1,0,1,1,1,1,1,1,0,-1.4710246412295018,-0.7536126273371742,False,True,False,True,False,False,True
1,0,0,1,0.1023712383613841,1,0,0,0,0,2,2,2,1,0.23792721429843983,0.08592152091790062,False,False,True,False,False,False,True
0,0,1,0,1.5270719577121736,1,2,0,0,2,0,2,2,1,1.2218189136460804,2.09300620405225,True,False,True,False,False,True,False
0,0,1,0,-1.2409180113122174,1,0,0,0,2,0,2,2,0,0.13505826765501053,-0.9440688009900854,False,False,False,False,True,False,False
1,0,0,0,-1.2409180113122174,1,0,0,2,0,0,0,0,1,0.3258635719129846,-0.9453851666644518,True,False,False,False,False,True,False
0,0,1,0,1.6084834273893616,1,2,2,2,2,2,2,2,0,1.6664782313950985,2.6548310738718275,True,False,False,True,False,True,False
0,0,1,1,1.5677776925507676,1,2,2,2,2,2,2,2,0,0.866755130070372,1.7527037378006303,False,False,False,True,False,False,True
1,0,1,0,1.3642490183577978,1,2,0,2,2,0,2,2,1,1.3296653899658049,2.12106673234416,True,False,False,False,True,False,False
0,1,0,0,0.7943687306174818,1,2,2,2,2,0,2,2,0,1.4325343366092342,1.5532962775620276,True,False,False,False,True,False,False
1,0,1,1,0.8350744654560759,1,0,0,2,0,2,2,0,0,0.0023241429538111433,0.4670752019306904,False,False,False,False,True,False,False
1,0,1,1,1.3642490183577978,1,2,0,2,2,0,2,2,0,0.4950995809070136,1.2881144124609172,False,False,False,True,False,False,False
0,0,0,0,-0.38609757970174374,1,2,2,0,0,0,0,0,0,-0.34942128750436724,-0.4607651436464634,False,False,False,False,False,True,False
1,0,0,0,-1.2002122764736234,1,0,0,0,0,0,2,0,0,0.4751894622018339,-0.8915019317270542,True,False,False,False,False,True,False
0,0,0,0,-0.38609757970174374,1,2,0,2,0,0,0,0,1,0.47187110908430413,-0.2730952773376276,True,False,False,False,False,True,False
1,1,1,0,1.0793088744876398,0,1,0,2,0,0,2,2,1,-0.4871329418818615,0.3063250136626473,False,False,False,False,False,True,False
0,0,0,0,1.1200146093262338,1,0,2,0,2,2,2,2,1,1.32800621340704,1.7276927899876688,True,False,False,False,False,False,False
0,0,0,0,1.3642490183577978,1,2,2,2,2,2,0,2,1,1.266616680732735,1.8848887909349223,True,False,False,False,False,False,False
0,0,0,1,-0.7117434584104956,1,0,2,2,2,2,0,0,0,0.02223426165899086,-0.5657453061771834,False,False,True,False,True,False,False
1,0,0,0,1.1200146093262338,1,2,0,2,0,0,2,0,1,0.8285940692187774,1.3827830438757671,True,False,False,False,False,False,False
0,0,0,0,0.5501343215859179,1,0,0,2,2,2,2,2,1,1.309755271260625,1.142985096862022,True,False,False,True,False,False,False
0,0,0,0,0.5094285867473239,1,2,0,2,0,0,2,0,1,0.8086839505135972,0.7536260698123485,True,False,False,False,True,False,False
1,0,1,1,0.46872285190873,0,1,2,2,2,2,0,2,1,-0.3610355234157222,0.03328883337115079,False,False,False,True,True,False,False
0,0,0,1,0.5501343215859179,1,0,0,2,2,0,2,2,1,1.1571110278542456,0.9179085059732747,True,False,False,False,False,True,False
1,0,1,1,-0.7931549280876836,1,2,1,1,1,1,1,1,0,-1.3416088696458326,-0.8581540013097722,False,True,True,False,False,False,False
1,0,1,1,1.4863662228735797,1,2,2,2,2,2,2,2,1,1.6399314064548582,2.3547435789721014,True,False,False,True,False,False,False
1,1,0,0,-1.2816237461508113,1,2,0,0,0,0,0,0,1,0.31424933600162985,-0.9762758811562499,True,False,False,False,False,True,False
0,0,0,0,-1.0373893371192475,1,0,0,0,2,0,2,2,1,1.0094443141241611,-0.7189263918176196,True,False,False,False,False,True,False
0,0,1,0,1.5677776925507676,0,1,0,2,2,2,2,2,0,-0.2216646924794628,0.8102517332380095,False,False,False,True,False,False,False
1,0,1,0,-0.22327464034736777,1,0,1,1,1,1,1,1,0,-1.5058673489635668,-0.7805103659500608,False,True,False,True,False,False,False
0,1,0,0,1.2828375486806096,1,2,0,2,2,2,0,2,0,0.32254521879545484,1.127693315611466,False,False,False,False,True,False,False
1,0,0,0,1.4863662228735797,1,2,2,2,2,2,0,2,1,0.5498524073462585,1.4277808105111918,False,False,False,True,True,False,False
1,0,0,0,-1.2816237461508113,1,0,1,1,1,1,1,1,0,-1.4842980536996218,-1.0000582210064695,False,True,False,False,False,False,False
1,0,1,1,0.020959768684196134,1,0,0,0,2,2,2,2,1,0.29765757041397994,0.04638667183109658,False,False,True,False,False,False,True
0,0,0,0,-1.2816237461508113,0,1,0,0,0,0,2,0,1,-1.003136851657774,-0.9936957869136986,False,False,False,False,False,True,False
1,1,1,0,-0.5082147842175256,1,2,0,2,0,2,2,2,0,1.3976916288751695,-0.055851062211360124,True,False,False,False,False,True,False
1,0,0,0,-0.8338606629262776,1,2,0,2,2,2,2,2,1,1.5934744628094386,-0.40130929402091453,True,False,False,False,False,False,True
0,0,0,1,-0.9152721326034655,1,2,2,0,2,2,0,2,0,0.2860433345026247,-0.7047096425344626,False,False,True,False,True,False,False
0,1,0,0,0.46872285190873,1,2,2,2,2,0,2,2,1,1.488946339607244,1.1237442185883668,True,False,True,False,True,False,False
0,0,0,0,-0.7931549280876836,0,1,0,2,0,0,0,0,1,-1.1043466217424387,-0.8378161516408112,False,False,False,False,False,True,False
1,0,1,0,0.9571916699718578,1,0,1,1,1,1,1,1,0,-1.4925939364934466,-0.5145167420164245,False,True,True,False,True,False,False
1,0,0,0,-1.2409180113122174,1,0,0,0,2,0,2,2,1,1.026036079711811,-0.9221732519397912,True,False,False,False,False,True,False
0,1,0,0,-0.6303319887333076,1,2,0,0,0,0,2,2,1,0.9712832532725666,-0.3032839301364303,True,False,False,False,False,True,False
1,0,0,0,-0.4268033145403377,1,2,2,0,0,0,0,0,1,-0.3477621109456021,-0.5142534688815513,False,False,False,False,False,True,False
0,0,0,0,0.7536629957788878,1,2,0,2,2,2,2,2,1,1.5453583426052537,1.4935990942295114,True,False,True,False,False,True,False
1,0,0,0,-1.0780950719578415,1,0,2,2,0,0,0,0,1,-0.3062826969764773,-0.861642370346843,False,False,False,False,False,False,False
0,0,0,0,-1.2816237461508113,1,0,2,0,0,0,2,2,1,1.0177401969179862,-0.9669735637240607,True,False,False,False,False,True,False
1,1,0,0,-0.9559778674420595,1,0,0,0,0,0,0,2,1,0.4851445215544238,-0.6936302314418787,True,False,False,False,False,True,False
1,1,0,0,-0.1418631706701798,1,0,0,2,2,0,2,2,1,1.2118638542934905,0.28489019259838116,True,False,False,False,False,False,False
1,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,-0.6414363618470058,-0.9889129916301673,False,False,False,False,False,True,False
0,0,1,1,0.6722515261016999,1,0,2,0,2,2,0,0,0,-0.10552233336591335,0.3180406681645083,False,False,False,False,False,False,False
1,0,1,1,-0.9966836022806536,1,0,0,0,0,0,0,0,0,-0.6729607164635407,-0.8469429536497516,False,False,False,False,False,False,False
0,0,0,0,-0.9559778674420595,1,0,0,0,0,0,0,2,1,0.4851445215544238,-0.6915021069349864,True,False,False,False,False,True,False
0,0,1,0,0.346605647392948,1,0,0,2,2,2,0,0,1,0.7058150038701679,0.4562151851171677,True,False,True,False,False,False,False
0,0,0,0,-1.0780950719578415,1,0,0,0,0,2,0,0,1,-0.4688819997354467,-0.8825287057134565,False,False,False,False,False,False,False
0,0,1,1,0.020959768684196134,1,2,2,0,2,0,2,2,1,1.2865267994379153,0.5123581811288943,True,False,True,False,False,False,True
0,0,1,1,0.26519417771576004,1,0,1,1,1,1,1,1,0,-1.4992306427285067,-0.6763419622518667,False,True,False,True,False,False,True
0,1,0,0,-1.2816237461508113,1,2,0,0,0,0,0,0,0,-0.4771778825292717,-0.9867409882674627,False,False,False,False,False,False,True
1,0,0,0,-0.7931549280876836,1,0,0,2,0,2,2,2,0,0.2794066282675646,-0.6001682685618647,False,False,False,False,False,False,True
1,1,0,0,-0.4268033145403377,1,2,0,0,0,0,2,2,1,1.0542420812108162,-0.09494712274004223,True,False,False,False,False,True,False
0,1,0,0,0.9164859351332638,1,2,0,0,2,0,2,2,1,1.1687252637656007,1.364814652420666,True,False,True,False,False,True,False
0,0,0,0,-1.2002122764736234,1,0,0,0,0,0,2,0,1,0.5166688761709587,-0.9069692284008593,True,False,False,False,False,True,False
1,0,0,1,0.7536629957788878,1,0,0,0,0,2,0,0,0,-0.5667734167025811,0.025193184473797533,False,False,True,False,True,False,False
1,0,0,0,0.7943687306174818,1,0,2,0,2,0,0,0,0,-0.3709905827683121,0.21558353984299056,False,False,True,False,False,True,False
0,0,0,0,-0.10115743583158582,0,1,0,0,0,2,0,2,1,-0.8156499005173299,-0.48805779196166005,False,False,True,False,True,False,False
1,0,1,1,0.30589991255435406,1,2,1,1,1,1,1,1,0,-1.3167212212643575,-0.567105550707362,False,True,False,True,True,False,False
1,0,1,0,-0.7524491932490895,1,2,0,0,0,0,0,2,1,0.6709722961361032,-0.509053824467804,True,False,False,False,False,True,False
0,0,0,1,0.346605647392948,1,0,0,0,0,0,0,0,0,-0.6547097743171256,-0.20071710467538198,False,False,False,False,False,False,False
1,0,0,1,0.428017117070136,0,1,2,2,2,0,0,0,1,-0.8123315473998,-0.1695850564766168,False,False,False,False,False,True,False
1,0,1,0,1.6084834273893616,1,2,0,2,2,2,2,2,1,0.6709722961361032,1.7625545409304721,False,False,False,True,False,False,False
1,0,1,1,-0.1825689055087738,0,1,2,0,2,2,2,0,0,-0.4688819997354467,-0.4004097774767642,False,False,True,False,False,False,True
0,0,1,1,1.4456604880349857,1,2,0,2,2,0,0,0,1,0.6460846477546283,1.5126863965078243,True,False,False,True,True,False,False
0,0,1,1,1.2014260790034217,1,2,0,2,2,2,2,2,1,1.522129870782544,1.992808836805061,True,False,True,False,False,True,False
1,0,0,1,-1.2816237461508113,1,0,0,0,0,0,0,0,1,-0.6812565992573657,-0.9894395378999139,False,False,False,False,False,True,False
1,0,0,0,1.2014260790034217,1,2,0,0,2,0,2,2,1,1.0559012577695812,1.6788336840407694,True,False,True,False,False,True,False
0,0,1,1,0.26519417771576004,1,2,1,1,1,1,1,1,1,-1.3515639289984223,-0.6076057346220348,False,True,True,False,False,False,True
0,0,0,0,-1.2816237461508113,1,0,0,0,0,0,0,0,1,0.19147027065302033,-0.977899398821302,True,False,False,False,False,False,True
0,0,0,0,-1.2409180113122174,1,0,0,0,2,2,2,2,0,0.38061639835222955,-0.9383645497344977,False,False,False,False,False,True,False
0,0,1,0,1.5677776925507676,1,2,0,0,0,0,2,2,1,0.9546914876849167,1.880654481349044,True,False,False,True,False,False,False
0,0,0,0,-1.2002122764736234,1,2,0,0,0,0,0,0,1,-0.47385952941174164,-0.9425330410366579,False,False,False,False,False,False,True
0,0,0,0,0.7129572609402939,1,2,2,0,2,2,2,2,1,0.5830359385215584,0.8248195133676646,False,False,True,False,True,False,False
0,0,1,0,-0.4675090493789317,1,0,2,0,2,2,2,2,0,0.5299422886410788,-0.2564213121289866,False,False,True,False,False,False,True
0,0,0,0,-0.9966836022806536,1,0,0,2,0,2,2,0,1,0.01725673198269617,-0.7656354338297205,False,False,False,False,False,True,False
0,0,1,1,-0.6303319887333076,1,2,0,0,0,0,0,2,1,0.680927355488693,-0.3719762789104501,True,False,False,False,False,True,False
1,1,1,0,0.5094285867473239,1,2,1,1,1,1,1,1,0,-1.3349721634107725,-0.4936304066498111,False,True,True,False,True,False,False
1,0,1,1,-1.1595065416350294,1,2,0,0,0,0,0,0,1,-0.4655636466179167,-0.9099310511681836,False,False,False,False,False,True,False
1,0,1,0,1.4049547531963917,0,1,2,2,0,2,0,2,1,-0.46390447005915153,0.5363599152581748,False,False,False,True,False,False,False
0,0,0,0,-1.2002122764736234,0,1,2,0,0,2,0,0,0,-1.018069440686659,-0.9477765643062175,False,False,False,False,False,False,True
0,0,1,0,1.1607203441648277,1,2,0,2,0,2,0,2,1,0.9762607829488613,1.493489397089981,True,False,False,True,False,False,False
1,0,0,0,1.2828375486806096,1,2,2,2,2,2,2,0,0,0.5415565245524336,1.4340554868923383,False,False,True,False,False,True,False
1,0,0,0,-0.4268033145403377,1,0,1,1,1,1,1,1,0,-1.5042081724048018,-0.8235335840739358,False,True,True,False,False,False,True
1,0,0,0,-1.1595065416350294,1,0,0,0,0,0,0,2,1,-0.29964599074141746,-0.904270678768408,False,False,False,False,False,True,False
